"subj","stimulustype","item","condition","sentence","response","rt","order","CorrectResponse","Grammaticality","Attractor","Accuracy"
"29","Filler",136,0,"The reporter knows that the spies often have","f",1.01459598541,4,"f","Grammatical","NA",1
"29","Filler",101,0,"The book describes the war that the citizens sadly were","f",1.04853606224,6,"f","Grammatical","NA",1
"29","Filler",129,0,"The chimney sweep found that the bricks often are","f",0.880947113037,7,"f","Grammatical","NA",1
"29","Filler",126,0,"The pilot thinks that the passengers usually are","f",0.748372077942,9,"f","Grammatical","NA",1
"29","Filler",68,0,"The book and the magazine never has","f",1.18163084984,11,"j","Ungrammatical","NA",0
"29","Filler",98,0,"The waiter brought the meal that the boys apparently are","j",0.847899198532,13,"f","Grammatical","NA",0
"29","Filler",83,0,"The girl rode the elephant that the zookeeper carefully are","j",1.31436896324,15,"j","Ungrammatical","NA",1
"29","Filler",64,0,"The computer and the printer often is","j",1.78357410431,17,"j","Ungrammatical","NA",1
"29","Filler",112,0,"The teacher said that the student tentatively are","j",1.81546807289,18,"j","Ungrammatical","NA",1
"29","Filler",79,0,"The folder and the file apparently have","f",0.947602987289,19,"f","Grammatical","NA",1
"29","Filler",94,0,"The worker replaces the light that the tenant always were","j",1.03105401993,20,"j","Ungrammatical","NA",1
"29","Filler",131,0,"The novelist wrote that the characters suddenly were","f",1.24747610092,22,"f","Grammatical","NA",1
"29","Filler",84,0,"The crowd likes the movie that the theater always were","j",1.1983859539,24,"j","Ungrammatical","NA",1
"29","Filler",61,0,"The dog and the cat always is","j",0.83128118515,25,"j","Ungrammatical","NA",1
"29","Filler",130,0,"The model accepted that the shoes never are","f",1.66631412506,27,"f","Grammatical","NA",1
"29","Filler",74,0,"The coffee and the muffin never are","f",1.13195514679,28,"f","Grammatical","NA",1
"29","Filler",109,0,"The doctor caught the flu that the shots supposedly have","f",2.06572294235,30,"f","Grammatical","NA",1
"29","Filler",124,0,"The technician found that the laboratory never have","j",0.947829961777,32,"j","Ungrammatical","NA",1
"29","Filler",121,0,"The mayor knows that the sheriff often have ","j",1.49838709831,34,"j","Ungrammatical","NA",1
"29","Filler",67,0,"The guitar and the amplifier really was","f",0.88174700737,36,"j","Ungrammatical","NA",0
"29","Filler",137,0,"The analyst discovered that the accountants sometimes have","f",0.69721698761,38,"f","Grammatical","NA",1
"29","Filler",86,0,"The man fixed the leash that the dog aggressively were","f",1.51531100273,40,"j","Ungrammatical","NA",0
"29","Filler",73,0,"The chainsaw and the lawnmower frequently are","f",1.11374402046,42,"f","Grammatical","NA",1
"29","Filler",69,0,"The thesaurus and the dictionary frequently has","f",1.6323428154,44,"j","Ungrammatical","NA",0
"29","Filler",111,0,"The owner claimed that the restaurant often are","j",1.11522006989,45,"j","Ungrammatical","NA",1
"29","Filler",75,0,"The camera and the lens definitely were ","f",1.24918198586,47,"f","Grammatical","NA",1
"29","Filler",71,0,"The fireman and the cop usually are","f",0.746956110001,48,"f","Grammatical","NA",1
"29","Filler",82,0,"The raccoon dug up the rose bush that the gardener usually are","j",2.21644687653,50,"j","Ungrammatical","NA",1
"29","Filler",65,0,"The tyrant and the queen suddenly was","j",1.41571807861,52,"j","Ungrammatical","NA",1
"29","Filler",97,0,"The clock shows the time that the athletes amazingly are","f",1.41524505615,54,"f","Grammatical","NA",1
"29","Filler",104,0,"The crowd cheered the player that the coaches apparently were","f",0.93088889122,56,"f","Grammatical","NA",1
"29","Filler",81,0,"The teacher supports the student that the principal usually are","j",1.79913401604,58,"j","Ungrammatical","NA",1
"29","Filler",140,0,"The lawyer said that the clients frequently have","f",1.24881601334,59,"f","Grammatical","NA",1
"29","Filler",132,0,"The captain knows that the sailors often were","f",0.78161406517,61,"f","Grammatical","NA",1
"29","Filler",95,0,"The critic praised the restaurant that the celebrity really have","f",0.864496946335,63,"j","Ungrammatical","NA",0
"29","Filler",106,0,"The billionaire tips the apprentice that the tailors usually have","f",1.69860506058,64,"f","Grammatical","NA",1
"29","Filler",117,0,"The chef knows that the dish probably were","j",1.56525993347,66,"j","Ungrammatical","NA",1
"29","Filler",78,0,"The cash and the check likely have","j",1.78357601166,68,"f","Grammatical","NA",0
"29","Filler",127,0,"The stewardess knows that the pilots always are","f",1.11434483528,70,"f","Grammatical","NA",1
"29","Filler",134,0,"The principal discovered that the teachers never were","f",1.88228392601,72,"f","Grammatical","NA",1
"29","Filler",92,0,"The teenager hates the tourists that the city usually are","f",2.26494717598,74,"j","Ungrammatical","NA",0
"29","Filler",77,0,"The microphone and the guitar loudly were","f",1.14788222313,75,"f","Grammatical","NA",1
"29","Filler",119,0,"The lumberjack loves that the chainsaw never were","f",1.2819480896,76,"j","Ungrammatical","NA",0
"29","Filler",89,0,"The cat lost the toy that the kid always have ","j",1.24848508835,78,"j","Ungrammatical","NA",1
"29","Filler",105,0,"The electrician lost the hammer that the carpenters always were","f",1.33178806305,80,"f","Grammatical","NA",1
"29","Filler",76,0,"The picture and the frame apparently were","f",0.8979408741,82,"f","Grammatical","NA",1
"29","Filler",63,0,"The chair and the desk frequently is","f",0.830898046494,83,"j","Ungrammatical","NA",0
"29","Filler",72,0,"The executioner and the victim never are","f",0.765872955322,85,"f","Grammatical","NA",1
"29","Filler",107,0,"The editor rejects the titles that the journalists regularly have","f",0.747031927109,86,"f","Grammatical","NA",1
"29","Filler",133,0,"The professor reported that the students always were ","f",1.33308386803,88,"f","Grammatical","NA",1
"29","Filler",88,0,"The cop sips the coffee that the waitress carefully have","f",1.53249502182,90,"j","Ungrammatical","NA",0
"29","Filler",85,0,"The dad hated the story that the child really were","j",1.6654009819,92,"j","Ungrammatical","NA",1
"29","Filler",138,0,"The manager reported that the contracts probably have","f",0.781217813492,93,"f","Grammatical","NA",1
"29","Filler",139,0,"The janitor knows that the offices quickly have","f",1.23153114319,94,"f","Grammatical","NA",1
"29","Filler",116,0,"The thief thinks that the window likely were","f",1.14821100235,96,"j","Ungrammatical","NA",0
"29","Filler",66,0,"The tailor and the customer cheerily was","f",0.998548984528,98,"j","Ungrammatical","NA",0
"29","Filler",103,0,"The butler checked the window that the maids always were","f",1.28034114838,100,"f","Grammatical","NA",1
"29","Filler",114,0,"The repairman said that the refrigerator still are","j",0.949455976486,102,"j","Ungrammatical","NA",1
"29","Filler",118,0,"The mechanic insists that the brake still were","j",1.48250603676,104,"j","Ungrammatical","NA",1
"29","Filler",70,0,"The jersey and the glove probably has","f",1.19865608215,106,"j","Ungrammatical","NA",0
"29","Filler",96,0,"The camera filmed the line that the runners quickly are","f",1.564879179,108,"f","Grammatical","NA",1
"29","Filler",128,0,"The bus driver worries that the breaks frequently are ","f",0.581264019012,110,"f","Grammatical","NA",1
"29","Filler",99,0,"The shelf holds the phone book that the secretaries often are","f",0.698679924011,112,"f","Grammatical","NA",1
"29","Filler",102,0,"The photographer captured the tree that the flowers beautifully were","f",0.897722959518,114,"f","Grammatical","NA",1
"29","Filler",125,0,"The boss insists that the secretary always have","f",1.64875411987,116,"j","Ungrammatical","NA",0
"29","Filler",123,0,"The salesman knows that the customer usually have","f",1.61489295959,117,"j","Ungrammatical","NA",0
"29","Filler",93,0,"The landlord fixes the leaks that the pipe repeatedly are","j",1.29771590233,119,"j","Ungrammatical","NA",1
"29","Filler",122,0,"The astronaut thinks that the engine never have","f",1.14824509621,121,"j","Ungrammatical","NA",0
"29","Filler",80,0,"The desk and the bookshelf always have","f",1.19788098335,123,"f","Grammatical","NA",1
"29","Filler",110,0,"The nurse loves the decorations that the residents always have","f",0.748757839203,125,"f","Grammatical","NA",1
"29","Filler",91,0,"The committee awards the building that the architect truly have","f",0.997745037079,127,"j","Ungrammatical","NA",0
"29","Filler",108,0,"The captain releases the whales that the fishermen sometimes have","f",0.581961154938,128,"f","Grammatical","NA",1
"29","Filler",115,0,"The nurse knows that the treatment probably are","f",2.8820810318,130,"j","Ungrammatical","NA",0
"29","Filler",62,0,"The sailor and the captain usually is ","f",1.09822893143,132,"j","Ungrammatical","NA",0
"29","Filler",120,0,"The camper knows that the cabin usually were","NULL",999,134,"j","Ungrammatical","NA",0
"29","Filler",87,0,"The mother sewed the shirt that the boy deeply were ","j",0.99903178215,136,"j","Ungrammatical","NA",1
"29","Filler",113,0,"The diplomat believes that the guard probably are","f",0.914520978928,138,"j","Ungrammatical","NA",0
"29","Filler",100,0,"The crew cleans the plane that the pilots expertly are","f",1.38174891472,139,"f","Grammatical","NA",1
"29","Filler",90,0,"The magazine publishes the essays that the editor wrongly have","f",0.747621059418,140,"j","Ungrammatical","NA",0
"30","Filler",85,0,"The dad hated the story that the child really were","j",1.04836201668,1,"j","Ungrammatical","NA",1
"30","Filler",68,0,"The book and the magazine never has","j",1.58220601082,3,"j","Ungrammatical","NA",1
"30","Filler",69,0,"The thesaurus and the dictionary frequently has","j",1.13149309158,5,"j","Ungrammatical","NA",1
"30","Filler",78,0,"The cash and the check likely have","f",1.2657160759,7,"f","Grammatical","NA",1
"30","Filler",114,0,"The repairman said that the refrigerator still are","j",1.29928302765,9,"j","Ungrammatical","NA",1
"30","Filler",62,0,"The sailor and the captain usually is ","j",2.61673784256,10,"j","Ungrammatical","NA",1
"30","Filler",87,0,"The mother sewed the shirt that the boy deeply were ","j",1.88262987137,12,"j","Ungrammatical","NA",1
"30","Filler",108,0,"The captain releases the whales that the fishermen sometimes have","f",1.33308506012,13,"f","Grammatical","NA",1
"30","Filler",86,0,"The man fixed the leash that the dog aggressively were","j",1.43187308311,15,"j","Ungrammatical","NA",1
"30","Filler",122,0,"The astronaut thinks that the engine never have","j",0.914864063263,17,"j","Ungrammatical","NA",1
"30","Filler",99,0,"The shelf holds the phone book that the secretaries often are","j",1.66677689552,19,"f","Grammatical","NA",0
"30","Filler",95,0,"The critic praised the restaurant that the celebrity really have","j",1.71607112885,21,"j","Ungrammatical","NA",1
"30","Filler",92,0,"The teenager hates the tourists that the city usually are","f",1.89938092232,23,"j","Ungrammatical","NA",0
"30","Filler",70,0,"The jersey and the glove probably has","j",2.03302001953,24,"j","Ungrammatical","NA",1
"30","Filler",105,0,"The electrician lost the hammer that the carpenters always were","NULL",999,26,"f","Grammatical","NA",0
"30","Filler",125,0,"The boss insists that the secretary always have","j",1.14770579338,28,"j","Ungrammatical","NA",1
"30","Filler",121,0,"The mayor knows that the sheriff often have ","j",0.713992834091,30,"j","Ungrammatical","NA",1
"30","Filler",100,0,"The crew cleans the plane that the pilots expertly are","f",1.2646651268,31,"f","Grammatical","NA",1
"30","Filler",77,0,"The microphone and the guitar loudly were","f",1.16386294365,33,"f","Grammatical","NA",1
"30","Filler",71,0,"The fireman and the cop usually are","f",0.747786045074,35,"f","Grammatical","NA",1
"30","Filler",88,0,"The cop sips the coffee that the waitress carefully have","j",0.764792919159,37,"j","Ungrammatical","NA",1
"30","Filler",115,0,"The nurse knows that the treatment probably are","f",0.998836040497,38,"j","Ungrammatical","NA",0
"30","Filler",102,0,"The photographer captured the tree that the flowers beautifully were","j",1.76454401016,40,"f","Grammatical","NA",0
"30","Filler",134,0,"The principal discovered that the teachers never were","f",1.13171696663,42,"f","Grammatical","NA",1
"30","Filler",72,0,"The executioner and the victim never are","f",0.714519023895,43,"f","Grammatical","NA",1
"30","Filler",138,0,"The manager reported that the contracts probably have","f",1.51503992081,45,"f","Grammatical","NA",1
"30","Filler",107,0,"The editor rejects the titles that the journalists regularly have","f",1.23197293282,46,"f","Grammatical","NA",1
"30","Filler",137,0,"The analyst discovered that the accountants sometimes have","f",1.03202605247,48,"f","Grammatical","NA",1
"30","Filler",136,0,"The reporter knows that the spies often have","f",0.964490175247,50,"f","Grammatical","NA",1
"30","Filler",126,0,"The pilot thinks that the passengers usually are","f",1.06480312347,52,"f","Grammatical","NA",1
"30","Filler",64,0,"The computer and the printer often is","f",0.965646982193,54,"j","Ungrammatical","NA",0
"30","Filler",124,0,"The technician found that the laboratory never have","j",1.36564207077,56,"j","Ungrammatical","NA",1
"30","Filler",97,0,"The clock shows the time that the athletes amazingly are","f",1.43271803856,58,"f","Grammatical","NA",1
"30","Filler",101,0,"The book describes the war that the citizens sadly were","f",1.13139605522,60,"f","Grammatical","NA",1
"30","Filler",76,0,"The picture and the frame apparently were","f",1.43276810646,61,"f","Grammatical","NA",1
"30","Filler",110,0,"The nurse loves the decorations that the residents always have","f",1.31524610519,63,"f","Grammatical","NA",1
"30","Filler",113,0,"The diplomat believes that the guard probably are","j",1.3824570179,65,"j","Ungrammatical","NA",1
"30","Filler",66,0,"The tailor and the customer cheerily was","f",1.73180007935,67,"j","Ungrammatical","NA",0
"30","Filler",119,0,"The lumberjack loves that the chainsaw never were","j",1.49812412262,69,"j","Ungrammatical","NA",1
"30","Filler",127,0,"The stewardess knows that the pilots always are","f",0.865153074265,71,"f","Grammatical","NA",1
"30","Filler",67,0,"The guitar and the amplifier really was","j",1.38270497322,72,"j","Ungrammatical","NA",1
"30","Filler",140,0,"The lawyer said that the clients frequently have","f",0.91525387764,74,"f","Grammatical","NA",1
"30","Filler",139,0,"The janitor knows that the offices quickly have","f",0.931130170822,76,"f","Grammatical","NA",1
"30","Filler",73,0,"The chainsaw and the lawnmower frequently are","f",0.880810022354,77,"f","Grammatical","NA",1
"30","Filler",91,0,"The committee awards the building that the architect truly have","j",1.06574416161,79,"j","Ungrammatical","NA",1
"30","Filler",123,0,"The salesman knows that the customer usually have","j",1.06554508209,80,"j","Ungrammatical","NA",1
"30","Filler",82,0,"The raccoon dug up the rose bush that the gardener usually are","j",0.797881126404,82,"j","Ungrammatical","NA",1
"30","Filler",93,0,"The landlord fixes the leaks that the pipe repeatedly are","f",1.99753594398,83,"j","Ungrammatical","NA",0
"30","Filler",111,0,"The owner claimed that the restaurant often are","j",1.06452989578,85,"j","Ungrammatical","NA",1
"30","Filler",74,0,"The coffee and the muffin never are","f",1.16640996933,87,"f","Grammatical","NA",1
"30","Filler",83,0,"The girl rode the elephant that the zookeeper carefully are","j",1.04754805565,89,"j","Ungrammatical","NA",1
"30","Filler",79,0,"The folder and the file apparently have","f",0.83168387413,91,"f","Grammatical","NA",1
"30","Filler",118,0,"The mechanic insists that the brake still were","j",1.14752101898,93,"j","Ungrammatical","NA",1
"30","Filler",117,0,"The chef knows that the dish probably were","j",1.03173398972,95,"j","Ungrammatical","NA",1
"30","Filler",104,0,"The crowd cheered the player that the coaches apparently were","f",1.29770994186,97,"f","Grammatical","NA",1
"30","Filler",135,0,"The nurse saw that the soldiers never were","f",0.831325054169,99,"f","Grammatical","NA",1
"30","Filler",81,0,"The teacher supports the student that the principal usually are","f",1.76670193672,101,"j","Ungrammatical","NA",0
"30","Filler",131,0,"The novelist wrote that the characters suddenly were","f",1.34921503067,103,"f","Grammatical","NA",1
"30","Filler",109,0,"The doctor caught the flu that the shots supposedly have","f",1.0146279335,104,"f","Grammatical","NA",1
"30","Filler",106,0,"The billionaire tips the apprentice that the tailors usually have","j",1.76526498795,105,"f","Grammatical","NA",0
"30","Filler",120,0,"The camper knows that the cabin usually were","j",1.1320002079,106,"j","Ungrammatical","NA",1
"30","Filler",130,0,"The model accepted that the shoes never are","f",1.78260087967,107,"f","Grammatical","NA",1
"30","Filler",75,0,"The camera and the lens definitely were ","f",0.663701057434,109,"f","Grammatical","NA",1
"30","Filler",94,0,"The worker replaces the light that the tenant always were","j",1.24779009819,111,"j","Ungrammatical","NA",1
"30","Filler",132,0,"The captain knows that the sailors often were","f",0.48017001152,113,"f","Grammatical","NA",1
"30","Filler",89,0,"The cat lost the toy that the kid always have ","j",1.23182106018,115,"j","Ungrammatical","NA",1
"30","Filler",90,0,"The magazine publishes the essays that the editor wrongly have","j",0.86470413208,117,"j","Ungrammatical","NA",1
"30","Filler",84,0,"The crowd likes the movie that the theater always were","j",0.997397184372,119,"j","Ungrammatical","NA",1
"30","Filler",63,0,"The chair and the desk frequently is","j",1.75057911873,121,"j","Ungrammatical","NA",1
"30","Filler",116,0,"The thief thinks that the window likely were","j",1.38183689117,123,"j","Ungrammatical","NA",1
"30","Filler",103,0,"The butler checked the window that the maids always were","f",0.982133865356,125,"f","Grammatical","NA",1
"30","Filler",133,0,"The professor reported that the students always were ","f",0.664711952209,127,"f","Grammatical","NA",1
"30","Filler",65,0,"The tyrant and the queen suddenly was","j",1.28282880783,129,"j","Ungrammatical","NA",1
"30","Filler",96,0,"The camera filmed the line that the runners quickly are","j",0.782068967819,131,"f","Grammatical","NA",0
"30","Filler",61,0,"The dog and the cat always is","j",1.01552605629,133,"j","Ungrammatical","NA",1
"30","Filler",129,0,"The chimney sweep found that the bricks often are","f",0.714801073074,134,"f","Grammatical","NA",1
"30","Filler",98,0,"The waiter brought the meal that the boys apparently are","f",1.24904513359,136,"f","Grammatical","NA",1
"30","Filler",112,0,"The teacher said that the student tentatively are","f",1.44869995117,137,"j","Ungrammatical","NA",0
"30","Filler",80,0,"The desk and the bookshelf always have","f",0.814273118973,139,"f","Grammatical","NA",1
"30","Filler",128,0,"The bus driver worries that the breaks frequently are ","f",0.698966026306,140,"f","Grammatical","NA",1
"31","Filler",108,0,"The captain releases the whales that the fishermen sometimes have","f",0.597393989563,2,"f","Grammatical","NA",1
"31","Filler",77,0,"The microphone and the guitar loudly were","f",0.664376020432,4,"f","Grammatical","NA",1
"31","Filler",97,0,"The clock shows the time that the athletes amazingly are","j",0.831843852997,5,"f","Grammatical","NA",0
"31","Filler",123,0,"The salesman knows that the customer usually have","j",0.730767965317,7,"j","Ungrammatical","NA",1
"31","Filler",101,0,"The book describes the war that the citizens sadly were","f",0.764828920364,9,"f","Grammatical","NA",1
"31","Filler",110,0,"The nurse loves the decorations that the residents always have","f",0.647346019745,11,"f","Grammatical","NA",1
"31","Filler",96,0,"The camera filmed the line that the runners quickly are","f",0.431145191193,13,"f","Grammatical","NA",1
"31","Filler",117,0,"The chef knows that the dish probably were","f",0.513966083527,14,"j","Ungrammatical","NA",0
"31","Filler",74,0,"The coffee and the muffin never are","j",1.19811010361,15,"f","Grammatical","NA",0
"31","Filler",103,0,"The butler checked the window that the maids always were","f",0.98193693161,17,"f","Grammatical","NA",1
"31","Filler",122,0,"The astronaut thinks that the engine never have","j",1.09908699989,19,"j","Ungrammatical","NA",1
"31","Filler",85,0,"The dad hated the story that the child really were","j",0.647305965424,21,"j","Ungrammatical","NA",1
"31","Filler",76,0,"The picture and the frame apparently were","j",0.964848041534,22,"f","Grammatical","NA",0
"31","Filler",118,0,"The mechanic insists that the brake still were","f",1.39843297005,23,"j","Ungrammatical","NA",0
"31","Filler",66,0,"The tailor and the customer cheerily was","j",1.18276715279,25,"j","Ungrammatical","NA",1
"31","Filler",72,0,"The executioner and the victim never are","f",0.598320960999,27,"f","Grammatical","NA",1
"31","Filler",138,0,"The manager reported that the contracts probably have","f",1.26577091217,29,"f","Grammatical","NA",1
"31","Filler",75,0,"The camera and the lens definitely were ","f",0.831429958344,30,"f","Grammatical","NA",1
"31","Filler",83,0,"The girl rode the elephant that the zookeeper carefully are","j",0.814264059067,31,"j","Ungrammatical","NA",1
"31","Filler",140,0,"The lawyer said that the clients frequently have","f",0.881067991257,33,"f","Grammatical","NA",1
