"subj","stimulustype","item","condition","sentence","response","rt","order","CorrectResponse","Grammaticality","Attractor","Accuracy"
"1","Filler",87,0,"The mother sewed the shirt that the boy deeply treasure ","j",0.895955085754,83,"j","Ungrammatical","NA",1
"1","Filler",118,0,"The mechanic insists that the brake still work","j",0.830306053162,84,"j","Ungrammatical","NA",1
"1","Filler",116,0,"The thief thinks that the window likely unlock","j",0.99662399292,86,"j","Ungrammatical","NA",1
"1","Filler",136,0,"The reporter knows that the spies often vanishes","j",0.879221916199,87,"j","Ungrammatical","NA",1
"1","Filler",82,0,"The raccoon dug up the rose bush that the gardener usually trim","j",0.897479057312,89,"j","Ungrammatical","NA",1
"1","Filler",105,0,"The electrician lost the hammer that the carpenters always uses","j",0.897349119186,90,"j","Ungrammatical","NA",1
"1","Filler",121,0,"The mayor knows that the sheriff often complain","j",0.863426923752,92,"j","Ungrammatical","NA",1
"1","Filler",123,0,"The salesman knows that the customer usually decline","j",0.947071075439,94,"j","Ungrammatical","NA",1
"1","Filler",104,0,"The crowd cheered the player that the coaches apparently supports","j",1.88045907021,96,"j","Ungrammatical","NA",1
"1","Filler",92,0,"The teenager hates the tourists that the city usually attract","j",2.64905381203,97,"j","Ungrammatical","NA",1
"1","Filler",139,0,"The janitor knows that the offices quickly dirties","j",1.88281178474,98,"j","Ungrammatical","NA",1
"1","Filler",64,0,"The computer and the printer often restart","f",1.18188714981,100,"f","Grammatical","NA",1
"1","Filler",109,0,"The doctor caught the flu that the shots supposedly prevents","j",1.43087291718,102,"j","Ungrammatical","NA",1
"1","Filler",80,0,"The desk and the bookshelf always squeaks","j",0.894949197769,104,"j","Ungrammatical","NA",1
"1","Filler",100,0,"The crew cleans the plane that the pilots expertly fly","f",0.930170059204,106,"f","Grammatical","NA",1
"1","Filler",130,0,"The model accepted that the shoes never fit","f",1.41540408134,108,"f","Grammatical","NA",1
"1","Filler",134,0,"The principal discovered that the teachers never sleeps","j",0.980901002884,110,"j","Ungrammatical","NA",1
"1","Filler",103,0,"The butler checked the window that the maids always cleans","j",0.847368001938,112,"j","Ungrammatical","NA",1
"1","Filler",93,0,"The landlord fixes the leaks that the pipe repeatedly produce","j",1.93038105965,114,"j","Ungrammatical","NA",1
"1","Filler",119,0,"The lumberjack loves that the chainsaw never break","j",0.813380002975,116,"j","Ungrammatical","NA",1
"1","Filler",69,0,"The thesaurus and the dictionary frequently changes","j",1.46394300461,118,"j","Ungrammatical","NA",1
"1","Filler",126,0,"The pilot thinks that the passengers usually sleep","f",0.814528942108,119,"f","Grammatical","NA",1
"1","Filler",83,0,"The girl rode the elephant that the zookeeper carefully train","j",1.16555404663,121,"j","Ungrammatical","NA",1
"1","Filler",120,0,"The camper knows that the cabin usually charm","j",0.997740983963,123,"j","Ungrammatical","NA",1
"1","Filler",99,0,"The shelf holds the phone book that the secretaries often use","f",0.981305122375,124,"f","Grammatical","NA",1
"1","Filler",96,0,"The camera filmed the line that the runners quickly cross","f",1.86639595032,126,"f","Grammatical","NA",1
"1","Filler",115,0,"The nurse knows that the treatment probably work","j",0.964167118073,127,"j","Ungrammatical","NA",1
"1","Filler",65,0,"The tyrant and the queen suddenly agree","f",1.0128660202,129,"f","Grammatical","NA",1
"1","Filler",79,0,"The folder and the file apparently explains","j",1.51349496841,130,"j","Ungrammatical","NA",1
"1","Filler",113,0,"The diplomat believes that the guard probably suffice","j",1.73054409027,132,"j","Ungrammatical","NA",1
"1","Filler",97,0,"The clock shows the time that the athletes amazingly run","f",1.4305999279,134,"f","Grammatical","NA",1
"1","Filler",107,0,"The editor rejects the headlines that the journalists regularly proposes","j",0.797186136246,136,"j","Ungrammatical","NA",1
"1","Filler",84,0,"The crowd likes the movie that the theater always play","j",0.981175899506,138,"j","Ungrammatical","NA",1
"1","Filler",102,0,"The photographer captured the tree that the flowers beautifully adorn","f",1.81524085999,140,"f","Grammatical","NA",1
"10","Filler",82,0,"The raccoon dug up the rose bush that the gardener usually trim","j",1.04811906815,2,"j","Ungrammatical","NA",1
"10","Filler",135,0,"The nurse saw that the soldiers never rests","j",1.93036603928,3,"j","Ungrammatical","NA",1
"10","Filler",122,0,"The astronaut thinks that the engine never fail","j",1.01547884941,4,"j","Ungrammatical","NA",1
"10","Filler",79,0,"The folder and the file apparently explains","f",1.39721083641,6,"j","Ungrammatical","NA",0
"10","Filler",109,0,"The doctor caught the flu that the shots supposedly prevents","NULL",999,8,"j","Ungrammatical","NA",0
"10","Filler",67,0,"The guitar and the amplifier really rocks","f",0.946455001831,10,"j","Ungrammatical","NA",0
"10","Filler",125,0,"The boss insists that the secretary always smile","f",1.93197822571,12,"j","Ungrammatical","NA",0
"10","Filler",66,0,"The tailor and the customer cheerily talk","f",1.08065795898,13,"f","Grammatical","NA",1
"10","Filler",84,0,"The crowd likes the movie that the theater always play","j",1.41432404518,15,"j","Ungrammatical","NA",1
"10","Filler",100,0,"The crew cleans the plane that the pilots expertly fly","f",0.614070177078,17,"f","Grammatical","NA",1
"10","Filler",118,0,"The mechanic insists that the brake still work","f",1.18190217018,19,"j","Ungrammatical","NA",0
"10","Filler",92,0,"The teenager hates the tourists that the city usually attract","j",1.91566705704,21,"j","Ungrammatical","NA",1
"10","Filler",138,0,"The manager reported that the contracts probably expires","f",1.7470369339,22,"j","Ungrammatical","NA",0
"10","Filler",119,0,"The lumberjack loves that the chainsaw never break","j",0.929984092712,24,"j","Ungrammatical","NA",1
"10","Filler",113,0,"The diplomat believes that the guard probably suffice","j",0.846529960632,25,"j","Ungrammatical","NA",1
"10","Filler",94,0,"The worker replaces the light that the tenant always break","j",1.04784202576,27,"j","Ungrammatical","NA",1
"10","Filler",117,0,"The chef knows that the dish probably amaze","j",0.84649014473,28,"j","Ungrammatical","NA",1
"10","Filler",87,0,"The mother sewed the shirt that the boy deeply treasure ","j",0.663218021393,30,"j","Ungrammatical","NA",1
"10","Filler",99,0,"The shelf holds the phone book that the secretaries often use","f",0.580451011658,32,"f","Grammatical","NA",1
"10","Filler",86,0,"The man fixed the leash that the dog aggressively chew","j",0.797846078873,33,"j","Ungrammatical","NA",1
"10","Filler",95,0,"The critic praised the restaurant that the celebrity really like","j",0.612888097763,35,"j","Ungrammatical","NA",1
"10","Filler",131,0,"The novelist wrote that the characters suddenly meet","f",0.831218004227,37,"f","Grammatical","NA",1
"10","Filler",65,0,"The tyrant and the queen suddenly agree","f",0.71449303627,39,"f","Grammatical","NA",1
"10","Filler",85,0,"The dad hated the story that the child really love","j",0.714215993881,41,"j","Ungrammatical","NA",1
"10","Filler",140,0,"The lawyer said that the clients frequently lies","f",1.03141403198,42,"j","Ungrammatical","NA",0
"10","Filler",69,0,"The thesaurus and the dictionary frequently changes","f",1.11365509033,44,"j","Ungrammatical","NA",0
"10","Filler",137,0,"The analyst discovered that the accountants sometimes miscalculates","f",0.812737941742,46,"j","Ungrammatical","NA",0
"10","Filler",110,0,"The nurse loves the decorations that the residents always makes","j",0.697070837021,48,"j","Ungrammatical","NA",1
"10","Filler",88,0,"The cop sips the coffee that the waitress carefully pour","j",1.16390395164,50,"j","Ungrammatical","NA",1
"10","Filler",63,0,"The chair and the desk frequently break","f",0.780529975891,51,"f","Grammatical","NA",1
"10","Filler",133,0,"The professor reported that the students always complains","j",0.847220182419,53,"j","Ungrammatical","NA",1
"10","Filler",129,0,"The chimney sweep found that the bricks often break","f",0.796303987503,55,"f","Grammatical","NA",1
"10","Filler",96,0,"The camera filmed the line that the runners quickly cross","f",1.53167700768,57,"f","Grammatical","NA",1
"10","Filler",93,0,"The landlord fixes the leaks that the pipe repeatedly produce","j",1.21294784546,59,"j","Ungrammatical","NA",1
"10","Filler",74,0,"The coffee and the muffin never cools","j",1.93209600449,60,"j","Ungrammatical","NA",1
"10","Filler",132,0,"The captain knows that the sailors often smoke","f",0.763298988342,62,"f","Grammatical","NA",1
"10","Filler",120,0,"The camper knows that the cabin usually charm","j",0.731678009033,64,"j","Ungrammatical","NA",1
"10","Filler",71,0,"The fireman and the cop usually chats","j",0.646757125854,66,"j","Ungrammatical","NA",1
"10","Filler",121,0,"The mayor knows that the sheriff often complain","j",0.747112035751,68,"j","Ungrammatical","NA",1
"10","Filler",139,0,"The janitor knows that the offices quickly dirties","f",1.23093986511,69,"j","Ungrammatical","NA",0
"10","Filler",102,0,"The photographer captured the tree that the flowers beautifully adorn","f",1.34765100479,71,"f","Grammatical","NA",1
"10","Filler",123,0,"The salesman knows that the customer usually decline","j",0.931733131409,73,"j","Ungrammatical","NA",1
"10","Filler",98,0,"The waiter brought the meal that the boys apparently want","f",1.51617503166,75,"f","Grammatical","NA",1
"10","Filler",73,0,"The chainsaw and the lawnmower frequently breaks","j",1.11325597763,77,"j","Ungrammatical","NA",1
"10","Filler",91,0,"The committee awards the building that the architect truly love","j",0.730695009232,78,"j","Ungrammatical","NA",1
"10","Filler",130,0,"The model accepted that the shoes never fit","j",2.26640605927,79,"f","Grammatical","NA",0
"10","Filler",116,0,"The thief thinks that the window likely unlock","j",0.746731996536,81,"j","Ungrammatical","NA",1
"10","Filler",78,0,"The cash and the check likely suffices","j",1.18079805374,82,"j","Ungrammatical","NA",1
"10","Filler",76,0,"The picture and the frame apparently matches","j",1.09731411934,84,"j","Ungrammatical","NA",1
"10","Filler",70,0,"The jersey and the glove probably stinks","j",1.34671592712,86,"j","Ungrammatical","NA",1
"10","Filler",112,0,"The teacher said that the student tentatively pass","j",0.848856210709,88,"j","Ungrammatical","NA",1
"10","Filler",105,0,"The electrician lost the hammer that the carpenters always uses","f",1.34784698486,90,"j","Ungrammatical","NA",0
"10","Filler",104,0,"The crowd cheered the player that the coaches apparently supports","j",0.879125833511,92,"j","Ungrammatical","NA",1
"10","Filler",62,0,"The sailor and the captain usually fight","f",0.746845960617,94,"f","Grammatical","NA",1
"10","Filler",108,0,"The captain releases the whales that the fishermen sometimes catches","j",1.74839401245,96,"j","Ungrammatical","NA",1
"10","Filler",80,0,"The desk and the bookshelf always squeaks","j",1.21310901642,98,"j","Ungrammatical","NA",1
"10","Filler",75,0,"The camera and the lens definitely amazes","j",1.67968606949,100,"j","Ungrammatical","NA",1
"10","Filler",89,0,"The cat lost the toy that the kid always buy","j",0.797308921814,102,"j","Ungrammatical","NA",1
"10","Filler",111,0,"The owner claimed that the restaurant often fill","j",1.0145368576,104,"j","Ungrammatical","NA",1
"10","Filler",128,0,"The bus driver worries that the breaks frequently squeak","j",1.56218004227,105,"f","Grammatical","NA",0
"10","Filler",124,0,"The technician found that the laboratory never quiet","j",0.780025959015,107,"j","Ungrammatical","NA",1
"10","Filler",97,0,"The clock shows the time that the athletes amazingly run","f",1.09745812416,109,"f","Grammatical","NA",1
"10","Filler",107,0,"The editor rejects the headlines that the journalists regularly proposes","j",1.09728813171,110,"j","Ungrammatical","NA",1
"10","Filler",136,0,"The reporter knows that the spies often vanishes","j",0.830549001694,112,"j","Ungrammatical","NA",1
"10","Filler",83,0,"The girl rode the elephant that the zookeeper carefully train","j",0.765082120895,114,"j","Ungrammatical","NA",1
"10","Filler",77,0,"The microphone and the guitar loudly buzzes","f",1.14692091942,116,"j","Ungrammatical","NA",0
"10","Filler",114,0,"The repairman said that the refrigerator still work","j",0.814446926117,117,"j","Ungrammatical","NA",1
"10","Filler",64,0,"The computer and the printer often restart","f",0.947773933411,119,"f","Grammatical","NA",1
"10","Filler",103,0,"The butler checked the window that the maids always cleans","j",1.38092494011,121,"j","Ungrammatical","NA",1
"10","Filler",126,0,"The pilot thinks that the passengers usually sleep","f",1.4810500145,123,"f","Grammatical","NA",1
"10","Filler",101,0,"The book describes the war that the citizens sadly remember","f",0.72970199585,124,"f","Grammatical","NA",1
"10","Filler",115,0,"The nurse knows that the treatment probably work","j",0.997437000275,126,"j","Ungrammatical","NA",1
"10","Filler",61,0,"The dog and the cat always play","f",0.780747890472,128,"f","Grammatical","NA",1
"10","Filler",81,0,"The teacher supports the student that the principal usually punish","j",0.997518062592,130,"j","Ungrammatical","NA",1
"10","Filler",68,0,"The book and the magazine never sells","j",0.663995981216,132,"j","Ungrammatical","NA",1
"10","Filler",134,0,"The principal discovered that the teachers never sleeps","j",0.86435008049,134,"j","Ungrammatical","NA",1
"10","Filler",106,0,"The billionaire tips the apprentice that the tailors usually trains","f",1.66545200348,135,"j","Ungrammatical","NA",0
"10","Filler",72,0,"The executioner and the victim never speaks","j",0.596949100494,137,"j","Ungrammatical","NA",1
"10","Filler",127,0,"The stewardess knows that the pilots always gossip","f",1.02978992462,139,"f","Grammatical","NA",1
"10","Filler",90,0,"The magazine publishes the essays that the editor wrongly reject","j",0.813372135162,140,"j","Ungrammatical","NA",1
"11","Filler",132,0,"The captain knows that the sailors often smoke","j",1.06358790398,2,"f","Grammatical","NA",0
"11","Filler",70,0,"The jersey and the glove probably stinks","f",2.06401896477,4,"j","Ungrammatical","NA",0
"11","Filler",72,0,"The executioner and the victim never speaks","j",1.86482095718,5,"j","Ungrammatical","NA",1
"11","Filler",94,0,"The worker replaces the light that the tenant always break","f",2.615473032,7,"j","Ungrammatical","NA",0
"11","Filler",68,0,"The book and the magazine never sells","j",1.39778614044,9,"j","Ungrammatical","NA",1
"11","Filler",119,0,"The lumberjack loves that the chainsaw never break","j",0.713798999786,11,"j","Ungrammatical","NA",1
"11","Filler",134,0,"The principal discovered that the teachers never sleeps","j",0.94796204567,12,"j","Ungrammatical","NA",1
"11","Filler",88,0,"The cop sips the coffee that the waitress carefully pour","j",0.82981801033,14,"j","Ungrammatical","NA",1
"11","Filler",85,0,"The dad hated the story that the child really love","j",0.897352933884,16,"j","Ungrammatical","NA",1
"11","Filler",131,0,"The novelist wrote that the characters suddenly meet","f",1.86526679993,17,"f","Grammatical","NA",1
"11","Filler",113,0,"The diplomat believes that the guard probably suffice","j",0.996624946594,19,"j","Ungrammatical","NA",1
"11","Filler",79,0,"The folder and the file apparently explains","j",0.912257909775,21,"j","Ungrammatical","NA",1
"11","Filler",116,0,"The thief thinks that the window likely unlock","j",0.846488952637,23,"j","Ungrammatical","NA",1
"11","Filler",129,0,"The chimney sweep found that the bricks often break","f",1.18114686012,24,"f","Grammatical","NA",1
"11","Filler",103,0,"The butler checked the window that the maids always cleans","j",0.813766956329,26,"j","Ungrammatical","NA",1
"11","Filler",114,0,"The repairman said that the refrigerator still work","j",0.880533218384,27,"j","Ungrammatical","NA",1
"11","Filler",115,0,"The nurse knows that the treatment probably work","j",0.864030122757,29,"j","Ungrammatical","NA",1
"11","Filler",89,0,"The cat lost the toy that the kid always buy","j",0.848401069641,30,"j","Ungrammatical","NA",1
"11","Filler",92,0,"The teenager hates the tourists that the city usually attract","f",2.11545491219,32,"j","Ungrammatical","NA",0
"11","Filler",65,0,"The tyrant and the queen suddenly agree","j",1.59884810448,34,"f","Grammatical","NA",0
"11","Filler",99,0,"The shelf holds the phone book that the secretaries often use","f",1.34883999825,36,"f","Grammatical","NA",1
"11","Filler",123,0,"The salesman knows that the customer usually decline","j",0.847559928894,37,"j","Ungrammatical","NA",1
"11","Filler",93,0,"The landlord fixes the leaks that the pipe repeatedly produce","j",0.962650060654,39,"j","Ungrammatical","NA",1
"11","Filler",128,0,"The bus driver worries that the breaks frequently squeak","j",0.964133024216,41,"f","Grammatical","NA",0
"11","Filler",90,0,"The magazine publishes the essays that the editor wrongly reject","j",1.16378688812,43,"j","Ungrammatical","NA",1
"11","Filler",102,0,"The photographer captured the tree that the flowers beautifully adorn","j",0.932417869568,45,"f","Grammatical","NA",0
"11","Filler",117,0,"The chef knows that the dish probably amaze","j",0.879740953445,47,"j","Ungrammatical","NA",1
"11","Filler",130,0,"The model accepted that the shoes never fit","f",1.88207292557,49,"f","Grammatical","NA",1
"11","Filler",110,0,"The nurse loves the decorations that the residents always makes","j",0.84638094902,51,"j","Ungrammatical","NA",1
"11","Filler",100,0,"The crew cleans the plane that the pilots expertly fly","f",1.96505904198,53,"f","Grammatical","NA",1
"11","Filler",124,0,"The technician found that the laboratory never quiet","j",0.88191986084,55,"j","Ungrammatical","NA",1
"11","Filler",73,0,"The chainsaw and the lawnmower frequently breaks","j",0.846117019653,57,"j","Ungrammatical","NA",1
"11","Filler",64,0,"The computer and the printer often restart","f",1.03102207184,58,"f","Grammatical","NA",1
"11","Filler",84,0,"The crowd likes the movie that the theater always play","j",1.39752912521,60,"j","Ungrammatical","NA",1
"11","Filler",66,0,"The tailor and the customer cheerily talk","f",0.863911867142,62,"f","Grammatical","NA",1
"11","Filler",104,0,"The crowd cheered the player that the coaches apparently supports","j",0.878159046173,64,"j","Ungrammatical","NA",1
"11","Filler",86,0,"The man fixed the leash that the dog aggressively chew","j",0.848561048508,66,"j","Ungrammatical","NA",1
"11","Filler",76,0,"The picture and the frame apparently matches","f",2.96653985977,68,"j","Ungrammatical","NA",0
"11","Filler",122,0,"The astronaut thinks that the engine never fail","j",0.86479306221,70,"j","Ungrammatical","NA",1
"11","Filler",62,0,"The sailor and the captain usually fight","f",0.997674226761,72,"f","Grammatical","NA",1
"11","Filler",96,0,"The camera filmed the line that the runners quickly cross","f",1.63247704506,73,"f","Grammatical","NA",1
"11","Filler",97,0,"The clock shows the time that the athletes amazingly run","j",2.93293380737,75,"f","Grammatical","NA",0
"11","Filler",71,0,"The fireman and the cop usually chats","j",0.965110063553,77,"j","Ungrammatical","NA",1
"11","Filler",101,0,"The book describes the war that the citizens sadly remember","f",1.81467199326,78,"f","Grammatical","NA",1
"11","Filler",135,0,"The nurse saw that the soldiers never rests","j",1.9818649292,80,"j","Ungrammatical","NA",1
"11","Filler",111,0,"The owner claimed that the restaurant often fill","j",0.898422002792,82,"j","Ungrammatical","NA",1
"11","Filler",91,0,"The committee awards the building that the architect truly love","f",2.13234806061,84,"j","Ungrammatical","NA",0
"11","Filler",63,0,"The chair and the desk frequently break","f",1.02989292145,85,"f","Grammatical","NA",1
"11","Filler",67,0,"The guitar and the amplifier really rocks","j",0.796141862869,86,"j","Ungrammatical","NA",1
"11","Filler",138,0,"The manager reported that the contracts probably expires","j",1.23061990738,88,"j","Ungrammatical","NA",1
"11","Filler",125,0,"The boss insists that the secretary always smile","f",1.89832901955,90,"j","Ungrammatical","NA",0
"11","Filler",106,0,"The billionaire tips the apprentice that the tailors usually trains","j",1.64888286591,92,"j","Ungrammatical","NA",1
"11","Filler",75,0,"The camera and the lens definitely amazes","j",2.36543798447,94,"j","Ungrammatical","NA",1
"11","Filler",83,0,"The girl rode the elephant that the zookeeper carefully train","j",1.19874191284,96,"j","Ungrammatical","NA",1
"11","Filler",109,0,"The doctor caught the flu that the shots supposedly prevents","f",2.18180799484,98,"j","Ungrammatical","NA",0
"11","Filler",77,0,"The microphone and the guitar loudly buzzes","j",0.946194887161,99,"j","Ungrammatical","NA",1
"11","Filler",136,0,"The reporter knows that the spies often vanishes","j",1.26404809952,101,"j","Ungrammatical","NA",1
"11","Filler",61,0,"The dog and the cat always play","f",0.997641086578,103,"f","Grammatical","NA",1
"11","Filler",69,0,"The thesaurus and the dictionary frequently changes","f",1.88104581833,104,"j","Ungrammatical","NA",0
"11","Filler",78,0,"The cash and the check likely suffices","j",2.23138785362,106,"j","Ungrammatical","NA",1
"11","Filler",120,0,"The camper knows that the cabin usually charm","j",2.21629691124,107,"j","Ungrammatical","NA",1
"11","Filler",140,0,"The lawyer said that the clients frequently lies","NULL",999,109,"j","Ungrammatical","NA",0
"11","Filler",95,0,"The critic praised the restaurant that the celebrity really like","j",1.114620924,111,"j","Ungrammatical","NA",1
"11","Filler",118,0,"The mechanic insists that the brake still work","j",0.79686498642,112,"j","Ungrammatical","NA",1
"11","Filler",105,0,"The electrician lost the hammer that the carpenters always uses","j",1.21378207207,114,"j","Ungrammatical","NA",1
"11","Filler",81,0,"The teacher supports the student that the principal usually punish","j",2.26488685608,116,"j","Ungrammatical","NA",1
"11","Filler",74,0,"The coffee and the muffin never cools","j",0.898616075516,118,"j","Ungrammatical","NA",1
"11","Filler",121,0,"The mayor knows that the sheriff often complain","f",1.26478385925,119,"j","Ungrammatical","NA",0
"11","Filler",98,0,"The waiter brought the meal that the boys apparently want","j",1.93206000328,121,"f","Grammatical","NA",0
"11","Filler",133,0,"The professor reported that the students always complains","j",1.26315498352,123,"j","Ungrammatical","NA",1
"11","Filler",87,0,"The mother sewed the shirt that the boy deeply treasure ","f",1.16317009926,125,"j","Ungrammatical","NA",0
"11","Filler",126,0,"The pilot thinks that the passengers usually sleep","f",1.76549196243,127,"f","Grammatical","NA",1
"11","Filler",108,0,"The captain releases the whales that the fishermen sometimes catches","j",1.34738111496,129,"j","Ungrammatical","NA",1
"11","Filler",80,0,"The desk and the bookshelf always squeaks","j",2.0294508934,130,"j","Ungrammatical","NA",1
"11","Filler",137,0,"The analyst discovered that the accountants sometimes miscalculates","j",1.78107595444,132,"j","Ungrammatical","NA",1
"11","Filler",112,0,"The teacher said that the student tentatively pass","j",1.28199005127,133,"j","Ungrammatical","NA",1
"11","Filler",82,0,"The raccoon dug up the rose bush that the gardener usually trim","j",1.41566991806,135,"j","Ungrammatical","NA",1
"11","Filler",127,0,"The stewardess knows that the pilots always gossip","f",2.46610403061,136,"f","Grammatical","NA",1
"11","Filler",107,0,"The editor rejects the headlines that the journalists regularly proposes","j",1.39890098572,138,"j","Ungrammatical","NA",1
"11","Filler",139,0,"The janitor knows that the offices quickly dirties","j",1.38094806671,140,"j","Ungrammatical","NA",1
"12","Filler",127,0,"The stewardess knows that the pilots always gossip","f",0.947041988373,2,"f","Grammatical","NA",1
"12","Filler",108,0,"The captain releases the whales that the fishermen sometimes catches","j",1.12992501259,4,"j","Ungrammatical","NA",1
"12","Filler",74,0,"The coffee and the muffin never cools","j",1.49786806107,6,"j","Ungrammatical","NA",1
"12","Filler",111,0,"The owner claimed that the restaurant often fill","j",1.18208479881,8,"j","Ungrammatical","NA",1
"12","Filler",63,0,"The chair and the desk frequently break","f",0.695739030838,9,"f","Grammatical","NA",1
"12","Filler",135,0,"The nurse saw that the soldiers never rests","j",0.91398692131,10,"j","Ungrammatical","NA",1
"12","Filler",134,0,"The principal discovered that the teachers never sleeps","j",0.963964939117,12,"j","Ungrammatical","NA",1
"12","Filler",133,0,"The professor reported that the students always complains","j",0.947709083557,13,"j","Ungrammatical","NA",1
"12","Filler",113,0,"The diplomat believes that the guard probably suffice","j",0.928726911545,14,"j","Ungrammatical","NA",1
"12","Filler",93,0,"The landlord fixes the leaks that the pipe repeatedly produce","j",1.2637758255,16,"j","Ungrammatical","NA",1
"12","Filler",125,0,"The boss insists that the secretary always smile","j",1.08139491081,18,"j","Ungrammatical","NA",1
"12","Filler",118,0,"The mechanic insists that the brake still work","j",0.698101043701,19,"j","Ungrammatical","NA",1
